0,1,2,3,4,5,6,7
140463.6448225004,143468.19987772175,144363.7748020017,144025.90248849124,144025.9024884912,144363.77480200166,143468.19987772175,140463.6448225004
138194.43062207202,144011.33109210018,141837.82337585936,136704.2183326439,136704.21833264394,141837.82337585936,137707.28135414142,130909.68215107737
137001.1249644741,129825.35896927159,112520.33111400457,105014.40609195505,105014.40609195507,129412.95219664321,128873.63884212715,129293.28281920536
135395.30033112835,121440.62808946369,91837.40631995347,53267.060216719714,55127.097406557274,92523.1968396856,121783.39836154273,129861.03451620656
135395.30033112835,121440.6280894637,91837.40631995347,67577.70929519343,51108.35939868361,92523.19683968561,121783.39836154273,129861.03451620656
137001.1249644741,129825.35896927158,113721.533849248,113523.93363645673,113523.93363645673,136401.76701197476,128873.63884212715,129293.28281920536
138323.78850119608,156305.8534002045,153603.58998090774,145746.85384771053,145746.85384771053,153603.58998090774,156305.8534002045,132946.63719878753
144296.04849056655,153149.09679710545,156493.4533591757,156313.6095135591,156313.6095135591,156493.45335917568,153149.09679710545,144296.04849056652
